item_id,title,category,attributes,allergens,unit_price,store_format
N201597,Orchard trail mix 250 ml pack of 6,Snacks,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 6}",nuts;milk,14.2,online
N202394,Valley baby spinach 2 L pack of 4,Produce,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 4}",none,13.77,supermarket
N202858,Valley gala apple 2 L pack of 2,Produce,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 2}",none,4.11,express
N201473,Northfield butter croissant 1 L pack of 4,Bakery,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 4}",gluten;egg,11.14,express
N201121,Meadow sourdough loaf 1 kg pack of 2,Bakery,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 2}",gluten;egg,13.06,express
N202161,Valley sourdough loaf 1 L pack of 12,Bakery,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 12}",gluten;egg,1.26,online
N201885,Harvest trail mix 500 g pack of 1,Snacks,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 1}",nuts;milk,0.81,express
N202939,Meadow garden peas 6 pk pack of 2,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;fish,3.37,express
N201118,Harvest paper towel 330 ml pack of 2,Household,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,7.6,express
N202028,Northfield sparkling water 750 g pack of 1,Beverages,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 1}",none,8.41,online
N202811,Meadow margherita pizza 6 pk pack of 4,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,5.41,express
N202439,Northfield toothpaste mint 6 pk pack of 6,Personal Care,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,6.47,supermarket
N201124,Orchard cold brew 500 g pack of 2,Beverages,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 2}",none,8.49,supermarket
N200284,Harvest cola zero 330 ml pack of 4,Beverages,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,15.48,online
N200808,Bluebell double cream 330 ml pack of 6,Dairy,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 6}",milk,5.64,online
N200793,Valley blueberry muffin 2 L pack of 4,Bakery,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 4}",gluten;egg,6.53,express
N201752,Harvest salted butter 1 L pack of 2,Dairy,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 2}",milk,8.17,online
N202991,Valley body lotion 1 L pack of 6,Personal Care,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 6}",none,13.93,supermarket
N200241,Valley seeded bagel 500 g pack of 6,Bakery,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 6}",gluten;egg,9.72,online
N201449,Valley wholemeal bread 250 ml pack of 12,Bakery,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 12}",gluten;egg,23.63,express
N201802,Valley avocado ripe 500 g pack of 2,Produce,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 2}",none,17.14,online
N202862,Orchard bin liners 250 ml pack of 2,Household,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,17.51,online
N202045,Meadow trail mix 1 kg pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 1}",nuts;milk,14.24,supermarket
N200055,Northfield shampoo daily 750 g pack of 12,Personal Care,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 12}",none,4.63,supermarket
N202261,Meadow tortilla chips 6 pk pack of 6,Snacks,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",nuts;milk,21.28,online
N201294,Meadow laundry pods 2 L pack of 6,Household,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 6}",none,7.88,express
N200899,Bluebell garden peas 2 L pack of 1,Frozen,"{""brand"": ""Bluebell"", ""size"": ""2 L"", ""pack_qty"": 1}",gluten;fish,4.74,online
N202587,Meadow fish fingers 6 pk pack of 4,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,23.88,express
N200044,Harvest orange juice 2 L pack of 6,Beverages,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 6}",none,7.04,supermarket
N201614,Harvest dish soap 6 pk pack of 12,Household,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 12}",none,10.9,online
N202049,Orchard sourdough loaf 2 L pack of 1,Bakery,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",gluten;egg,8.86,express
N202791,Bluebell hand soap 500 g pack of 12,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 12}",none,17.97,express
N201058,Meadow cherry tomato 330 ml pack of 1,Produce,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 1}",none,4.01,express
N201476,Orchard sparkling water 1 L pack of 6,Beverages,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 6}",none,3.33,online
N202172,Northfield cold brew 250 ml pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,21.58,supermarket
N202598,Meadow paper towel 500 g pack of 2,Household,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 2}",none,14.56,online
N202659,Meadow margherita pizza 6 pk pack of 4,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,15.56,express
N202465,Meadow wholemeal bread 250 ml pack of 12,Bakery,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 12}",gluten;egg,12.4,online
N202475,Meadow fish fingers 6 pk pack of 12,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 12}",gluten;fish,15.89,supermarket
N202691,Orchard margherita pizza 6 pk pack of 1,Frozen,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 1}",gluten;fish,1.21,supermarket
N202708,Orchard sparkling water 6 pk pack of 6,Beverages,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,23.2,express
N200389,Valley rice cakes 330 ml pack of 1,Snacks,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 1}",nuts;milk,11.3,supermarket
N200336,Bluebell cheddar cheese 1 L pack of 2,Dairy,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 2}",milk,5.57,express
N200462,Orchard laundry pods 1 L pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 12}",none,1.31,supermarket
N202270,Northfield paper towel 2 L pack of 12,Household,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 12}",none,10.17,online
N202272,Harvest double cream 500 g pack of 1,Dairy,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 1}",milk,20.17,online
N201205,Northfield salted crisps 6 pk pack of 2,Snacks,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 2}",nuts;milk,4.69,online
N200657,Bluebell seeded bagel 6 pk pack of 2,Bakery,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;egg,11.53,online
N201941,Orchard salted crisps 2 L pack of 1,Snacks,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",nuts;milk,18.64,express
N202915,Valley margherita pizza 250 ml pack of 6,Frozen,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;fish,13.81,online
N201250,Harvest gala apple 250 ml pack of 6,Produce,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,5.01,online
N200984,Northfield double cream 1 kg pack of 2,Dairy,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 2}",milk,16.43,online
N201340,Northfield cold brew 2 L pack of 2,Beverages,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 2}",none,17.56,online
N202057,Bluebell sourdough loaf 1 L pack of 2,Bakery,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 2}",gluten;egg,0.53,express
N201816,Valley greek yogurt 250 ml pack of 12,Dairy,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 12}",milk,12.39,online
N200648,Northfield salted butter 750 g pack of 12,Dairy,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 12}",milk,15.24,online
N201114,Orchard gala apple 250 ml pack of 1,Produce,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,19.52,online
N200845,Northfield dark chocolate 1 kg pack of 6,Snacks,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 6}",nuts;milk,19.22,online
N202841,Orchard butter croissant 1 L pack of 1,Bakery,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 1}",gluten;egg,19.73,supermarket
N201315,Meadow fish fingers 2 L pack of 2,Frozen,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 2}",gluten;fish,8.0,online
N201163,Valley margherita pizza 2 L pack of 6,Frozen,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 6}",gluten;fish,4.53,express
N200440,Valley double cream 1 L pack of 2,Dairy,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 2}",milk,8.92,supermarket
N202546,Harvest baby spinach 1 L pack of 6,Produce,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 6}",none,9.97,online
N200374,Orchard glass cleaner 750 g pack of 2,Household,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 2}",none,22.2,online
N201023,Bluebell body lotion 750 g pack of 6,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 6}",none,17.45,express
N200397,Northfield dark chocolate 6 pk pack of 6,Snacks,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 6}",nuts;milk,3.17,online
N200152,Bluebell greek yogurt 6 pk pack of 6,Dairy,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 6}",milk,0.65,online
N201640,Harvest salted butter 500 g pack of 6,Dairy,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 6}",milk,18.99,supermarket
N200596,Orchard sparkling water 250 ml pack of 2,Beverages,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,17.32,express
N200687,Bluebell toothpaste mint 1 kg pack of 4,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 4}",none,7.42,express
N202537,Valley sourdough loaf 2 L pack of 2,Bakery,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 2}",gluten;egg,15.37,online
N200575,Northfield toothpaste mint 250 ml pack of 6,Personal Care,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,12.72,express
N201479,Harvest body lotion 500 g pack of 1,Personal Care,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 1}",none,12.87,express
N200726,Northfield laundry pods 330 ml pack of 2,Household,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,6.3,supermarket
N201446,Bluebell dish soap 6 pk pack of 2,Household,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,3.82,supermarket
N202155,Orchard fish fingers 6 pk pack of 4,UNKNOWN_CAT,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,7.61,express
N200256,Valley greek yogurt 250 ml pack of 2,Dairy,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 2}",milk,4.78,express
N200438,Bluebell bin liners 1 kg pack of 1,Household,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,11.75,supermarket
N200908,Bluebell orange juice 500 g pack of 4,Beverages,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 4}",none,22.51,online
N202064,Orchard salted butter 2 L pack of 1,Dairy,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",milk,1.03,supermarket
N201218,Orchard avocado ripe 6 pk pack of 6,Produce,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,12.48,supermarket
N201652,Harvest cold brew 1 kg pack of 12,Beverages,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,6.15,supermarket
N200242,Northfield cherry tomato 250 ml pack of 1,Produce,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,23.09,supermarket
N201770,Northfield baby spinach 250 ml pack of 6,Produce,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,3.91,online
N200223,Harvest toothpaste mint 6 pk pack of 4,Personal Care,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 4}",none,14.64,express
N201504,Meadow greek yogurt 1 L pack of 1,Dairy,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 1}",milk,8.14,online
N201191,Orchard body lotion 250 ml pack of 12,Personal Care,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,17.08,online
N202685,Meadow salted crisps 750 g pack of 12,Snacks,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 12}",nuts;milk,16.09,online
N202642,Meadow banana bunch 250 ml pack of 6,Produce,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,19.96,supermarket
N200155,Meadow mixed berries 6 pk pack of 6,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;fish,10.98,supermarket
N201074,Harvest gala apple 1 kg pack of 12,Produce,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,8.12,express
N202054,Orchard bin liners 1 L pack of 4,Household,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 4}",none,6.79,online
N200909,Harvest tortilla chips 250 ml pack of 12,Snacks,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 12}",nuts;milk,1.76,supermarket
N202279,Meadow hand soap 6 pk pack of 4,Personal Care,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 4}",none,10.88,online
N202631,Harvest toothpaste mint 2 L pack of 1,Personal Care,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 1}",none,9.39,online
N200888,Valley whole milk 500 g pack of 12,Dairy,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 12}",milk,7.52,online
N201516,Northfield cola zero 330 ml pack of 2,Beverages,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,4.74,online
N200761,Harvest sourdough loaf 250 ml pack of 4,Bakery,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",gluten;egg,21.53,online
N200611,Bluebell vanilla icecream 750 g pack of 4,Frozen,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 4}",gluten;fish,10.65,online
N200309,Meadow tortilla chips 6 pk pack of 2,Snacks,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",nuts;milk,23.49,online
N201140,Meadow cola zero 330 ml pack of 4,Beverages,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,2.3,online
N200463,Harvest razor blades 330 ml pack of 6,Personal Care,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,2.5,online
N201010,Harvest cherry tomato 330 ml pack of 2,Produce,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,14.38,online
N200874,Orchard banana bunch 1 kg pack of 4,Produce,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 4}",none,10.83,supermarket
N202901,Valley trail mix 1 L pack of 1,Snacks,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 1}",nuts;milk,11.91,express
N201590,Bluebell paper towel 330 ml pack of 6,Household,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,4.09,online
N202916,Northfield cold brew 250 ml pack of 2,Beverages,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,6.49,supermarket
N200641,Harvest blueberry muffin 250 ml pack of 1,Bakery,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 1}",gluten;egg,6.58,supermarket
N200199,Bluebell toothpaste mint 330 ml pack of 6,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,7.47,express
N201265,Northfield sourdough loaf 1 kg pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 2}",gluten;egg,7.67,supermarket
N202422,Valley laundry pods 500 g pack of 2,Household,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 2}",none,19.53,supermarket
N200054,Valley paper towel 500 g pack of 12,Household,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 12}",none,6.09,supermarket
N201345,Valley butter croissant 1 kg pack of 1,Bakery,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 1}",gluten;egg,19.13,express
N202269,Valley salted crisps 2 L pack of 2,Snacks,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 2}",nuts;milk,14.5,express
N200089,Valley blueberry muffin 1 kg pack of 2,Bakery,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 2}",gluten;egg,9.05,express
N200757,Meadow salted crisps 6 pk pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 1}",nuts;milk,19.61,express
N202031,Valley hand soap 1 kg pack of 12,Personal Care,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,14.19,online
N201210,Orchard gala apple 250 ml pack of 2,Produce,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,20.89,express
N202773,Northfield trail mix 750 g pack of 4,Snacks,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 4}",nuts;milk,19.04,online
N200660,Orchard cola zero 750 g pack of 1,Beverages,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 1}",none,9.48,supermarket
N202039,Northfield hand soap 1 kg pack of 2,Personal Care,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,4.09,online
N201853,Meadow tortilla chips 1 L pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 1}",nuts;milk,0.88,express
N202353,Northfield seeded bagel 6 pk pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;egg,16.17,express
N200585,Orchard butter croissant 1 kg pack of 6,Bakery,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 6}",gluten;egg,23.71,express
N202877,Northfield rice cakes 330 ml pack of 4,Snacks,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 4}",nuts;milk,7.75,online
N200039,Meadow hand soap 250 ml pack of 4,Personal Care,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,2.35,online
N202156,Valley cold brew 1 L pack of 1,Beverages,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 1}",none,3.05,online
N202286,Northfield glass cleaner 6 pk pack of 2,Household,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,1.01,online
N200457,Harvest seeded bagel 6 pk pack of 6,Bakery,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;egg,16.39,supermarket
N202415,Northfield toothpaste mint 6 pk pack of 4,Personal Care,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 4}",none,2.26,supermarket
N200668,Orchard cold brew 2 L pack of 1,Beverages,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",none,4.42,online
N200566,Orchard paper towel 1 kg pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,6.1,express
N202618,Meadow baby spinach 250 ml pack of 4,Produce,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,9.78,online
N201631,Northfield body lotion 330 ml pack of 4,Personal Care,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,13.39,online
N202656,Bluebell whole milk 2 L pack of 12,Dairy,"{""brand"": ""Bluebell"", ""size"": ""2 L"", ""pack_qty"": 12}",milk,15.79,express
N202086,Bluebell bin liners 500 g pack of 12,Household,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 12}",none,11.66,express
N201204,Orchard cold brew 500 g pack of 1,Beverages,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 1}",none,16.42,express
N201360,Harvest cheddar cheese 750 g pack of 4,Dairy,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 4}",milk,22.16,online
N201750,Harvest paper towel 330 ml pack of 2,Household,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,0.53,online
N202214,Orchard glass cleaner 250 ml pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,6.71,supermarket
N202722,Northfield gala apple 330 ml pack of 12,Produce,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,6.59,express
N201096,Bluebell salted butter 6 pk pack of 1,Dairy,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 1}",milk,19.16,express
N201708,Meadow orange juice 500 g pack of 6,Beverages,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 6}",none,12.22,supermarket
N200906,Orchard cherry tomato 1 kg pack of 6,Produce,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 6}",none,23.64,express
N202139,Harvest mixed berries 500 g pack of 4,Frozen,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 4}",gluten;fish,0.91,supermarket
N202119,Harvest shampoo daily 6 pk pack of 6,Personal Care,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,2.68,express
N200301,Northfield dark chocolate 1 L pack of 2,Snacks,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 2}",nuts;milk,21.88,online
N201713,Valley blueberry muffin 330 ml pack of 12,Bakery,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 12}",gluten;egg,20.73,online
N202610,Valley cherry tomato 500 g pack of 4,Produce,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 4}",none,15.16,online
N202309,Orchard dark chocolate 500 g pack of 6,Snacks,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 6}",nuts;milk,3.37,express
N201812,Northfield cola zero 1 L pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 4}",none,7.1,online
N201526,Bluebell dish soap 330 ml pack of 12,Household,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,14.15,online
N201573,Valley salted crisps 1 kg pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 4}",nuts;milk,18.95,express
N200480,Meadow salted butter 500 g pack of 12,Dairy,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 12}",milk,18.08,express
N200645,Bluebell dark chocolate 500 g pack of 6,Snacks,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 6}",nuts;milk,16.88,express
N201746,Orchard banana bunch 250 ml pack of 2,Produce,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,22.87,express
N200428,Harvest sparkling water 250 ml pack of 6,Beverages,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,16.26,online
N200447,Bluebell toothpaste mint 250 ml pack of 6,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,0.77,supermarket
N202098,Harvest gala apple 1 L pack of 2,Produce,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 2}",none,13.07,supermarket
N201328,Bluebell greek yogurt 750 g pack of 4,Dairy,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 4}",milk,20.33,express
N201089,Northfield seeded bagel 330 ml pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 2}",gluten;egg,10.57,supermarket
N202531,Harvest fish fingers 1 kg pack of 4,Frozen,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 4}",gluten;fish,9.54,supermarket
N202867,Meadow margherita pizza 6 pk pack of 2,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;fish,15.09,online
N202997,Orchard tortilla chips 1 L pack of 6,Snacks,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 6}",nuts;milk,22.82,express
N200384,Orchard double cream 2 L pack of 6,Dairy,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 6}",milk,10.43,online
N201453,Valley trail mix 750 g pack of 12,Snacks,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 12}",nuts;milk,22.52,express
N201843,Harvest garden peas 1 L pack of 12,Frozen,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 12}",gluten;fish,6.86,express
N200789,Meadow rice cakes 500 g pack of 4,Snacks,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 4}",nuts;milk,2.11,supermarket
N201450,Orchard banana bunch 250 ml pack of 4,Produce,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,3.93,supermarket
N200690,Valley gala apple 250 ml pack of 2,Produce,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,12.85,supermarket
N201910,Harvest paper towel 500 g pack of 12,Household,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 12}",none,21.31,express
N202491,Orchard mixed berries 500 g pack of 4,Frozen,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 4}",gluten;fish,12.03,online
N200365,Northfield rice cakes 750 g pack of 1,Snacks,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 1}",nuts;milk,8.86,express
N200887,Orchard shampoo daily 2 L pack of 4,Personal Care,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 4}",none,15.66,supermarket
N202744,Bluebell whole milk 330 ml pack of 12,Dairy,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 12}",milk,12.36,supermarket
