item_id,description
N201722,Supplier sheet: Bluebell gala apple 330 ml pack of 12. Store at chilled. Shelf life 66 days. Allergens: none.
N200574,Supplier sheet: Harvest bin liners 1 kg pack of 1. Store at ambient. Shelf life 156 days. Allergens: none.
N202560,Supplier sheet: Valley greek yogurt 6 pk pack of 2. Store at chilled. Shelf life 72 days. Allergens: milk.
N202501,Supplier sheet: Bluebell dark chocolate 1 kg pack of 12. Store at ambient. Shelf life 8 days. Allergens: nuts;milk.
N202221,Supplier sheet: Meadow dark chocolate 2 L pack of 12. Store at ambient. Shelf life 130 days. Allergens: nuts;milk.
N201059,Supplier sheet: Harvest fish fingers 2 L pack of 12. Store at -18C. Shelf life 120 days. Allergens: gluten;fish.
N202741,Supplier sheet: Orchard tortilla chips 250 ml pack of 2. Store at ambient. Shelf life 69 days. Allergens: nuts;milk.
N200989,Supplier sheet: Bluebell dark chocolate 500 g pack of 2. Store at ambient. Shelf life 114 days. Allergens: nuts;milk.
N200485,Supplier sheet: Bluebell trail mix 6 pk pack of 1. Store at ambient. Shelf life 169 days. Allergens: nuts;milk.
N202250,Supplier sheet: Meadow gala apple 500 g pack of 6. Store at chilled. Shelf life 166 days. Allergens: none.
N202724,Supplier sheet: Northfield cola zero 750 g pack of 2. Store at ambient. Shelf life 142 days. Allergens: none.
N200281,Supplier sheet: Valley seeded bagel 1 kg pack of 12. Store at ambient. Shelf life 106 days. Allergens: gluten;egg.
N201810,Supplier sheet: Meadow banana bunch 1 L pack of 4. Store at chilled. Shelf life 7 days. Allergens: none.
N202556,Supplier sheet: Meadow orange juice 6 pk pack of 6. Store at ambient. Shelf life 93 days. Allergens: none.
N201715,Supplier sheet: Orchard margherita pizza 1 kg pack of 4. Store at -18C. Shelf life 147 days. Allergens: gluten;fish.
N200867,Supplier sheet: Meadow garden peas 2 L pack of 6. Store at -18C. Shelf life 152 days. Allergens: gluten;fish.
N200071,Supplier sheet: Valley razor blades 250 ml pack of 1. Store at ambient. Shelf life 139 days. Allergens: none.
N201997,Supplier sheet: Northfield tortilla chips 1 kg pack of 1. Store at ambient. Shelf life 177 days. Allergens: nuts;milk.
N201757,Supplier sheet: Bluebell rice cakes 750 g pack of 2. Store at ambient. Shelf life 94 days. Allergens: nuts;milk.
N202012,Supplier sheet: Valley orange juice 250 ml pack of 2. Store at ambient. Shelf life 22 days. Allergens: none.
N201753,Supplier sheet: Harvest wholemeal bread 6 pk pack of 6. Store at ambient. Shelf life 90 days. Allergens: gluten;egg.
N200028,Supplier sheet: Valley orange juice 1 L pack of 12. Store at ambient. Shelf life 59 days. Allergens: none.
N200276,Supplier sheet: Meadow cola zero 1 kg pack of 1. Store at ambient. Shelf life 150 days. Allergens: none.
N201737,Supplier sheet: Meadow sourdough loaf 1 kg pack of 1. Store at ambient. Shelf life 140 days. Allergens: gluten;egg.
N202402,Supplier sheet: Harvest cherry tomato 750 g pack of 12. Store at chilled. Shelf life 78 days. Allergens: none.
N202690,Supplier sheet: Bluebell baby spinach 750 g pack of 4. Store at chilled. Shelf life 71 days. Allergens: none.
N201311,Supplier sheet: Orchard shampoo daily 6 pk pack of 12. Store at ambient. Shelf life 31 days. Allergens: none.
N200144,Supplier sheet: Bluebell cheddar cheese 1 L pack of 6. Store at chilled. Shelf life 10 days. Allergens: milk.
N200511,Supplier sheet: Meadow razor blades 500 g pack of 12. Store at ambient. Shelf life 58 days. Allergens: none.
N202989,Supplier sheet: Orchard salted crisps 500 g pack of 4. Store at ambient. Shelf life 45 days. Allergens: nuts;milk.
N202030,Supplier sheet: Valley dish soap 6 pk pack of 6. Store at ambient. Shelf life 49 days. Allergens: none.
N200087,Supplier sheet: Meadow razor blades 250 ml pack of 6. Store at ambient. Shelf life 179 days. Allergens: none.
N200979,Supplier sheet: Northfield mixed berries 6 pk pack of 6. Store at -18C. Shelf life 123 days. Allergens: gluten;fish.
N201513,Supplier sheet: Orchard wholemeal bread 6 pk pack of 6. Store at ambient. Shelf life 100 days. Allergens: gluten;egg.
N202759,Supplier sheet: Valley hand soap 500 g pack of 6. Store at ambient. Shelf life 34 days. Allergens: none.
N200731,Supplier sheet: Valley mixed berries 500 g pack of 12. Store at -18C. Shelf life 151 days. Allergens: gluten;fish.
N201873,Supplier sheet: Valley butter croissant 750 g pack of 6. Store at ambient. Shelf life 117 days. Allergens: gluten;egg. Rep contact rep18@example-supplier.test
N200476,Supplier sheet: Harvest cola zero 500 g pack of 2. Store at ambient. Shelf life 94 days. Allergens: none.
N200007,Supplier sheet: Bluebell body lotion 1 kg pack of 2. Store at ambient. Shelf life 85 days. Allergens: none.
N200034,Supplier sheet: Harvest cherry tomato 1 kg pack of 4. Store at chilled. Shelf life 100 days. Allergens: none.
N202365,Supplier sheet: Bluebell rice cakes 6 pk pack of 6. Store at ambient. Shelf life 151 days. Allergens: nuts;milk.
N202954,Supplier sheet: Harvest cherry tomato 250 ml pack of 6. Store at chilled. Shelf life 130 days. Allergens: none.
N200594,Supplier sheet: Harvest gala apple 250 ml pack of 2. Store at chilled. Shelf life 88 days. Allergens: none.
N202645,Supplier sheet: Meadow dark chocolate 250 ml pack of 6. Store at ambient. Shelf life 121 days. Allergens: nuts;milk.
N202008,Supplier sheet: Orchard salted butter 6 pk pack of 12. Store at chilled. Shelf life 167 days. Allergens: milk.
N202914,Supplier sheet: Northfield avocado ripe 750 g pack of 6. Store at chilled. Shelf life 60 days. Allergens: none.
N200672,Supplier sheet: Bluebell greek yogurt 250 ml pack of 4. Store at chilled. Shelf life 162 days. Allergens: milk.
N200110,Supplier sheet: Orchard glass cleaner 500 g pack of 6. Store at ambient. Shelf life 110 days. Allergens: none.
N201357,Supplier sheet: Northfield tortilla chips 1 kg pack of 2. Store at ambient. Shelf life 35 days. Allergens: nuts;milk.
N202453,Supplier sheet: Valley trail mix 1 kg pack of 2. Store at ambient. Shelf life 174 days. Allergens: nuts;milk.
N201635,Supplier sheet: Northfield vanilla icecream 6 pk pack of 12. Store at -18C. Shelf life 124 days. Allergens: gluten;fish.
N201327,Supplier sheet: Harvest hand soap 6 pk pack of 6. Store at ambient. Shelf life 71 days. Allergens: none.
N201858,Supplier sheet: Orchard avocado ripe 6 pk pack of 6. Store at chilled. Shelf life 40 days. Allergens: none.
N201175,Supplier sheet: Bluebell body lotion 330 ml pack of 2. Store at ambient. Shelf life 165 days. Allergens: none.
N200549,Supplier sheet: Harvest tortilla chips 250 ml pack of 6. Store at ambient. Shelf life 148 days. Allergens: nuts;milk.
N200088,Supplier sheet: Harvest greek yogurt 500 g pack of 1. Store at chilled. Shelf life 10 days. Allergens: milk.
N200431,Supplier sheet: Harvest hand soap 2 L pack of 2. Store at ambient. Shelf life 115 days. Allergens: none.
N200509,Supplier sheet: Bluebell rice cakes 1 L pack of 4. Store at ambient. Shelf life 23 days. Allergens: nuts;milk.
N201354,Supplier sheet: Harvest cherry tomato 330 ml pack of 2. Store at chilled. Shelf life 55 days. Allergens: none.
N200003,Supplier sheet: Valley garden peas 6 pk pack of 6. Store at -18C. Shelf life 103 days. Allergens: gluten;fish.
N202747,Supplier sheet: Northfield garden peas 250 ml pack of 1. Store at -18C. Shelf life 47 days. Allergens: gluten;fish. Call +1-555-0103-1003
N202952,Supplier sheet: Bluebell cheddar cheese 330 ml pack of 1. Store at chilled. Shelf life 93 days. Allergens: milk.
N200415,Supplier sheet: Meadow body lotion 6 pk pack of 1. Store at ambient. Shelf life 79 days. Allergens: none.
N201957,Supplier sheet: Meadow dark chocolate 6 pk pack of 12. Store at ambient. Shelf life 105 days. Allergens: nuts;milk.
N200571,Supplier sheet: Meadow vanilla icecream 330 ml pack of 2. Store at -18C. Shelf life 144 days. Allergens: gluten;fish.
N202813,Supplier sheet: Orchard tortilla chips 750 g pack of 4. Store at ambient. Shelf life 30 days. Allergens: nuts;milk.
N202757,Supplier sheet: Valley salted crisps 750 g pack of 12. Store at ambient. Shelf life 143 days. Allergens: nuts;milk.
N200810,Supplier sheet: Valley cherry tomato 6 pk pack of 6. Store at chilled. Shelf life 42 days. Allergens: none.
N200829,Supplier sheet: Meadow dark chocolate 1 kg pack of 4. Store at ambient. Shelf life 8 days. Allergens: nuts;milk.
N201003,Supplier sheet: Meadow vanilla icecream 2 L pack of 1. Store at -18C. Shelf life 82 days. Allergens: gluten;fish.
N201734,Supplier sheet: Orchard dish soap 1 L pack of 12. Store at ambient. Shelf life 56 days. Allergens: none.
N200403,Supplier sheet: Bluebell garden peas 6 pk pack of 6. Store at ambient. Shelf life 35 days. Allergens: gluten;fish.
N200486,Supplier sheet: Northfield glass cleaner 250 ml pack of 2. Store at ambient. Shelf life 77 days. Allergens: none.
N200406,Supplier sheet: Bluebell laundry pods 250 ml pack of 4. Store at ambient. Shelf life 156 days. Allergens: none.
N201838,Supplier sheet: Orchard glass cleaner 330 ml pack of 4. Store at ambient. Shelf life 106 days. Allergens: none.
N201499,Supplier sheet: Orchard margherita pizza 1 kg pack of 4. Store at -18C. Shelf life 131 days. Allergens: gluten;fish.
N201244,Supplier sheet: Valley cola zero 1 kg pack of 6. Store at ambient. Shelf life 29 days. Allergens: none.
N201685,Supplier sheet: Meadow trail mix 330 ml pack of 12. Store at ambient. Shelf life 16 days. Allergens: nuts;milk.
N202701,Supplier sheet: Bluebell salted crisps 330 ml pack of 1. Store at ambient. Shelf life 62 days. Allergens: nuts;milk.
N201398,Supplier sheet: Orchard paper towel 2 L pack of 6. Store at ambient. Shelf life 140 days. Allergens: none.
N200423,Supplier sheet: Valley razor blades 500 g pack of 6. Store at ambient. Shelf life 159 days. Allergens: none.
N202141,Supplier sheet: Northfield salted crisps 6 pk pack of 6. Store at ambient. Shelf life 21 days. Allergens: nuts;milk.
N200550,Supplier sheet: Bluebell dish soap 500 g pack of 2. Store at ambient. Shelf life 87 days. Allergens: none.
N200877,Supplier sheet: Valley dark chocolate 500 g pack of 4. Store at ambient. Shelf life 73 days. Allergens: nuts;milk.
N201364,Supplier sheet: Meadow orange juice 750 g pack of 1. Store at ambient. Shelf life 134 days. Allergens: none.
N202805,Supplier sheet: Northfield trail mix 250 ml pack of 1. Store at ambient. Shelf life 39 days. Allergens: nuts;milk.
N202337,Supplier sheet: Valley seeded bagel 1 L pack of 12. Store at ambient. Shelf life 88 days. Allergens: gluten;egg.
N201643,Supplier sheet: Northfield vanilla icecream 250 ml pack of 2. Store at -18C. Shelf life 153 days. Allergens: gluten;fish.
N202447,Supplier sheet: Valley hand soap 1 L pack of 6. Store at ambient. Shelf life 85 days. Allergens: none.
N202333,Supplier sheet: Bluebell rice cakes 2 L pack of 4. Store at ambient. Shelf life 141 days. Allergens: nuts;milk.
N200682,Supplier sheet: Harvest gala apple 1 L pack of 6. Store at chilled. Shelf life 113 days. Allergens: none.
N200230,Supplier sheet: Bluebell dish soap 2 L pack of 6. Store at ambient. Shelf life 108 days. Allergens: none.
N202544,Supplier sheet: Valley double cream 2 L pack of 2. Store at chilled. Shelf life 48 days. Allergens: milk.
N202249,Supplier sheet: Northfield seeded bagel 1 L pack of 12. Store at ambient. Shelf life 178 days. Allergens: gluten;egg.
N200459,Supplier sheet: Meadow margherita pizza 1 L pack of 1. Store at -18C. Shelf life 47 days. Allergens: gluten;fish.
N201142,Supplier sheet: Meadow laundry pods 2 L pack of 2. Store at ambient. Shelf life 167 days. Allergens: none.
N200667,Supplier sheet: Valley garden peas 2 L pack of 2. Store at -18C. Shelf life 178 days. Allergens: gluten;fish.
N202020,Supplier sheet: Northfield oat drink 750 g pack of 2. Store at ambient. Shelf life 93 days. Allergens: none.
N202827,Supplier sheet: Orchard mixed berries 750 g pack of 4. Store at -18C. Shelf life 156 days. Allergens: gluten;fish.
N200391,Supplier sheet: Harvest hand soap 1 L pack of 1. Store at ambient. Shelf life 129 days. Allergens: none.
N200712,Supplier sheet: Harvest whole milk 6 pk pack of 12. Store at chilled. Shelf life 133 days. Allergens: milk.
N200076,Supplier sheet: Northfield sparkling water 330 ml pack of 1. Store at ambient. Shelf life 15 days. Allergens: none.
N200893,Supplier sheet: Harvest dark chocolate 330 ml pack of 2. Store at ambient. Shelf life 27 days. Allergens: nuts;milk.
N200501,Supplier sheet: Bluebell salted crisps 1 L pack of 12. Store at ambient. Shelf life 15 days. Allergens: nuts;milk.
N201342,Supplier sheet: Harvest laundry pods 1 kg pack of 4. Store at ambient. Shelf life 8 days. Allergens: none.
N201331,Supplier sheet: Orchard margherita pizza 1 kg pack of 2. Store at -18C. Shelf life 150 days. Allergens: gluten;fish.
N200879,Supplier sheet: Valley shampoo daily 330 ml pack of 1. Store at ambient. Shelf life 34 days. Allergens: none.
N202836,Supplier sheet: Bluebell oat drink 2 L pack of 1. Store at ambient. Shelf life 4 days. Allergens: none.
N202679,Supplier sheet: Meadow shampoo daily 1 kg pack of 1. Store at ambient. Shelf life 168 days. Allergens: none.
N201744,Supplier sheet: Bluebell cheddar cheese 6 pk pack of 12. Store at chilled. Shelf life 52 days. Allergens: milk.
N202534,Supplier sheet: Valley bin liners 750 g pack of 4. Store at ambient. Shelf life 147 days. Allergens: none.
N200179,Supplier sheet: Bluebell vanilla icecream 500 g pack of 2. Store at -18C. Shelf life 173 days. Allergens: gluten;fish.
N201447N,Supplier sheet: MEADOW TOOTHPASTE MINT 330 ML PACK OF 12  . Store at ambient. Shelf life 95 days. Allergens: none.
N202063,Supplier sheet: Harvest hand soap 1 kg pack of 1. Store at ambient. Shelf life 167 days. Allergens: none.
N200774,Supplier sheet: Orchard bin liners 750 g pack of 12. Store at ambient. Shelf life 174 days. Allergens: none.
N202830,Supplier sheet: Northfield bin liners 500 g pack of 4. Store at ambient. Shelf life 28 days. Allergens: none.
N200693,Supplier sheet: Bluebell salted crisps 500 g pack of 1. Store at ambient. Shelf life 28 days. Allergens: nuts;milk.
N200325,Supplier sheet: Valley dark chocolate 500 g pack of 2. Store at ambient. Shelf life 68 days. Allergens: nuts;milk.
N201219,Supplier sheet: Valley margherita pizza 750 g pack of 4. Store at -18C. Shelf life 101 days. Allergens: gluten;fish.
N201598,Supplier sheet: Orchard dish soap 6 pk pack of 4. Store at ambient. Shelf life 142 days. Allergens: none.
N201110,Supplier sheet: Harvest dish soap 330 ml pack of 12. Store at ambient. Shelf life 35 days. Allergens: none.
N201173,Supplier sheet: Northfield tortilla chips 2 L pack of 1. Store at ambient. Shelf life 37 days. Allergens: nuts;milk.
N201978,Supplier sheet: Valley baby spinach 330 ml pack of 2. Store at chilled. Shelf life 57 days. Allergens: none.
N202910,Supplier sheet: Bluebell dish soap 2 L pack of 4. Store at ambient. Shelf life 51 days. Allergens: none.
N202785,Supplier sheet: Meadow butter croissant 750 g pack of 6. Store at ambient. Shelf life 169 days. Allergens: gluten;egg.
N200876,Supplier sheet: Meadow cold brew 2 L pack of 1. Store at ambient. Shelf life 73 days. Allergens: none.
N200261,Supplier sheet: Meadow rice cakes 6 pk pack of 2. Store at ambient. Shelf life 156 days. Allergens: nuts;milk.
N200392,Supplier sheet: Harvest cheddar cheese 1 kg pack of 12. Store at chilled. Shelf life 12 days. Allergens: milk.
N202176,Supplier sheet: Valley greek yogurt 330 ml pack of 6. Store at chilled. Shelf life 21 days. Allergens: milk.
N200245,Supplier sheet: Meadow rice cakes 250 ml pack of 4. Store at ambient. Shelf life 145 days. Allergens: nuts;milk.
N201468,Supplier sheet: Meadow sparkling water 1 L pack of 12. Store at ambient. Shelf life 47 days. Allergens: none.
N201700,Supplier sheet: Meadow sparkling water 1 kg pack of 4. Store at ambient. Shelf life 17 days. Allergens: none.
N200521,Supplier sheet: Orchard seeded bagel 2 L pack of 1. Store at ambient. Shelf life 108 days. Allergens: gluten;egg.
N201149,Supplier sheet: Harvest trail mix 1 L pack of 4. Store at ambient. Shelf life 29 days. Allergens: nuts;milk.
N202532,Supplier sheet: Meadow cola zero 250 ml pack of 4. Store at ambient. Shelf life 13 days. Allergens: none.
N201587,Supplier sheet: Orchard fish fingers 6 pk pack of 12. Store at -18C. Shelf life 74 days. Allergens: gluten;fish.
N202969,Supplier sheet: Meadow butter croissant 330 ml pack of 4. Store at ambient. Shelf life 100 days. Allergens: gluten;egg.
N202200,Supplier sheet: Meadow whole milk 500 g pack of 4. Store at chilled. Shelf life 96 days. Allergens: milk.
N200161,Supplier sheet: Orchard butter croissant 2 L pack of 4. Store at ambient. Shelf life 106 days. Allergens: gluten;egg.
N202018,Supplier sheet: Northfield gala apple 250 ml pack of 2. Store at chilled. Shelf life 7 days. Allergens: none.
N200216,Supplier sheet: Bluebell greek yogurt 1 kg pack of 12. Store at chilled. Shelf life 54 days. Allergens: milk.
N200236,Supplier sheet: Northfield cold brew 1 kg pack of 2. Store at ambient. Shelf life 63 days. Allergens: none.
N200347,Supplier sheet: Harvest garden peas 330 ml pack of 1. Store at -18C. Shelf life 54 days. Allergens: gluten;fish.
N201107,Supplier sheet: Meadow vanilla icecream 250 ml pack of 2. Store at -18C. Shelf life 101 days. Allergens: gluten;fish.
N202984,Supplier sheet: Meadow cheddar cheese 2 L pack of 1. Store at chilled. Shelf life 43 days. Allergens: milk.
N202727,Supplier sheet: Orchard shampoo daily 1 L pack of 2. Store at ambient. Shelf life 114 days. Allergens: none.
N200870,Supplier sheet: Harvest glass cleaner 1 kg pack of 4. Store at ambient. Shelf life 168 days. Allergens: none.
N202043,Supplier sheet: Orchard garden peas 2 L pack of 1. Store at -18C. Shelf life 119 days. Allergens: gluten;fish. Call +1-555-0105-1005
N200597,Supplier sheet: Valley rice cakes 1 L pack of 1. Store at ambient. Shelf life 71 days. Allergens: nuts;milk.
N201879,Supplier sheet: Valley razor blades 750 g pack of 4. Store at ambient. Shelf life 79 days. Allergens: none.
N201940,Supplier sheet: Valley sparkling water 750 g pack of 2. Store at ambient. Shelf life 106 days. Allergens: none.
N200401,Supplier sheet: Harvest blueberry muffin 1 kg pack of 4. Store at ambient. Shelf life 131 days. Allergens: gluten;egg.
N200452,Supplier sheet: Northfield cold brew 2 L pack of 2. Store at ambient. Shelf life 56 days. Allergens: none.
N202839,Supplier sheet: Harvest shampoo daily 1 L pack of 6. Store at ambient. Shelf life 9 days. Allergens: none.
N200698,Supplier sheet: Bluebell baby spinach 1 L pack of 4. Store at chilled. Shelf life 127 days. Allergens: none.
N200126,Supplier sheet: Valley dish soap 750 g pack of 6. Store at ambient. Shelf life 120 days. Allergens: none.
N202504,Supplier sheet: Meadow greek yogurt 2 L pack of 4. Store at chilled. Shelf life 20 days. Allergens: milk.
N200393,Supplier sheet: Northfield butter croissant 2 L pack of 12. Store at ambient. Shelf life 113 days. Allergens: gluten;egg.
N200948,Supplier sheet: Northfield orange juice 750 g pack of 2. Store at ambient. Shelf life 15 days. Allergens: none.
N202419,Supplier sheet: Valley garden peas 330 ml pack of 6. Store at -18C. Shelf life 116 days. Allergens: gluten;fish.
N201942,Supplier sheet: Meadow dish soap 500 g pack of 4. Store at ambient. Shelf life 134 days. Allergens: none.
N201035,Supplier sheet: Valley garden peas 750 g pack of 4. Store at -18C. Shelf life 5 days. Allergens: gluten;fish.
N201221,Supplier sheet: Meadow salted crisps 1 kg pack of 12. Store at ambient. Shelf life 131 days. Allergens: nuts;milk.
N200799,Supplier sheet: Orchard razor blades 1 L pack of 4. Store at ambient. Shelf life 24 days. Allergens: none.
N200964,Supplier sheet: Valley cold brew 2 L pack of 4. Store at ambient. Shelf life 49 days. Allergens: none.
N201508,Supplier sheet: Bluebell orange juice 330 ml pack of 6. Store at ambient. Shelf life 127 days. Allergens: none.
N201898,Supplier sheet: Bluebell banana bunch 2 L pack of 6. Store at chilled. Shelf life 65 days. Allergens: none.
N200741,Supplier sheet: Northfield tortilla chips 1 L pack of 6. Store at ambient. Shelf life 175 days. Allergens: nuts;milk.
N202175,Supplier sheet: Bluebell toothpaste mint 250 ml pack of 2. Store at ambient. Shelf life 172 days. Allergens: none.
N200433,Supplier sheet: Harvest butter croissant 500 g pack of 1. Store at ambient. Shelf life 177 days. Allergens: gluten;egg.
N201394,Supplier sheet: Meadow banana bunch 330 ml pack of 1. Store at chilled. Shelf life 21 days. Allergens: none. Rep contact rep8@example-supplier.test
N200735,Supplier sheet: Bluebell hand soap 750 g pack of 2. Store at ambient. Shelf life 34 days. Allergens: none.
N202165,Supplier sheet: Northfield rice cakes 500 g pack of 12. Store at ambient. Shelf life 35 days. Allergens: nuts;milk.
N201049,Supplier sheet: Orchard blueberry muffin 1 L pack of 1. Store at ambient. Shelf life 106 days. Allergens: gluten;egg.
N202339,Supplier sheet: Valley vanilla icecream 250 ml pack of 4. Store at -18C. Shelf life 79 days. Allergens: gluten;fish.
N202456,Supplier sheet: Meadow salted butter 750 g pack of 6. Store at chilled. Shelf life 135 days. Allergens: milk.
N201297,Supplier sheet: Valley seeded bagel 500 g pack of 1. Store at ambient. Shelf life 52 days. Allergens: gluten;egg.
N202574,Supplier sheet: Orchard dish soap 2 L pack of 4. Store at ambient. Shelf life 38 days. Allergens: none.
N201441,Supplier sheet: Valley butter croissant 1 kg pack of 1. Store at ambient. Shelf life 117 days. Allergens: gluten;egg.
N201688,Supplier sheet: Orchard greek yogurt 750 g pack of 1. Store at chilled. Shelf life 112 days. Allergens: milk.
N200671,Supplier sheet: Northfield toothpaste mint 500 g pack of 12. Store at ambient. Shelf life 125 days. Allergens: none.
N201456,Supplier sheet: Northfield salted butter 6 pk pack of 6. Store at chilled. Shelf life 58 days. Allergens: milk.
N201387N,Supplier sheet: NORTHFIELD GARDEN PEAS 6 PK PACK OF 4  . Store at -18C. Shelf life 96 days. Allergens: gluten;fish.
N201153,Supplier sheet: Valley blueberry muffin 1 L pack of 12. Store at ambient. Shelf life 167 days. Allergens: gluten;egg.
N202050,Supplier sheet: Northfield gala apple 1 L pack of 1. Store at chilled. Shelf life 111 days. Allergens: none.
N202366,Supplier sheet: Northfield laundry pods 250 ml pack of 2. Store at ambient. Shelf life 168 days. Allergens: none.
N202962,Supplier sheet: Valley baby spinach 500 g pack of 4. Store at chilled. Shelf life 79 days. Allergens: none.
N201231,Supplier sheet: Meadow shampoo daily 2 L pack of 1. Store at ambient. Shelf life 10 days. Allergens: none.
N200169,Supplier sheet: Valley butter croissant 1 L pack of 1. Store at ambient. Shelf life 137 days. Allergens: gluten;egg.
N201672,Supplier sheet: Northfield whole milk 6 pk pack of 2. Store at chilled. Shelf life 84 days. Allergens: milk.
N202450,Supplier sheet: Harvest baby spinach 2 L pack of 1. Store at chilled. Shelf life 10 days. Allergens: none.
N200136,Supplier sheet: Orchard cheddar cheese 750 g pack of 6. Store at chilled. Shelf life 27 days. Allergens: milk.
N202305,Supplier sheet: Valley seeded bagel 1 kg pack of 2. Store at ambient. Shelf life 58 days. Allergens: gluten;egg.
N200467,Supplier sheet: Meadow garden peas 250 ml pack of 6. Store at -18C. Shelf life 36 days. Allergens: gluten;fish.
N201300,Supplier sheet: Harvest orange juice 250 ml pack of 6. Store at ambient. Shelf life 124 days. Allergens: none.
N202156,Supplier sheet: Valley cold brew 1 L pack of 1. Store at ambient. Shelf life 111 days. Allergens: none.
N200576,Supplier sheet: Harvest greek yogurt 250 ml pack of 1. Store at chilled. Shelf life 61 days. Allergens: milk.
N200567,Supplier sheet: Orchard hand soap 6 pk pack of 1. Store at ambient. Shelf life 17 days. Allergens: none.
N200602,Supplier sheet: Bluebell avocado ripe 250 ml pack of 2. Store at chilled. Shelf life 16 days. Allergens: none.
N202259,Supplier sheet: Orchard mixed berries 750 g pack of 1. Store at -18C. Shelf life 170 days. Allergens: gluten;fish.
N202329,Supplier sheet: Orchard blueberry muffin 330 ml pack of 4. Store at ambient. Shelf life 64 days. Allergens: gluten;egg.
N202831,Supplier sheet: Harvest razor blades 750 g pack of 2. Store at ambient. Shelf life 21 days. Allergens: none.
N202202,Supplier sheet: Orchard baby spinach 330 ml pack of 2. Store at chilled. Shelf life 128 days. Allergens: none.
N202621,Supplier sheet: Northfield trail mix 6 pk pack of 12. Store at ambient. Shelf life 156 days. Allergens: nuts;milk.
N200253,Supplier sheet: Valley dark chocolate 250 ml pack of 6. Store at ambient. Shelf life 24 days. Allergens: nuts;milk.
N202673,Supplier sheet: Harvest blueberry muffin 6 pk pack of 1. Store at ambient. Shelf life 170 days. Allergens: gluten;egg.
N202115,Supplier sheet: Harvest vanilla icecream 330 ml pack of 2. Store at -18C. Shelf life 131 days. Allergens: gluten;fish.
N202209,Supplier sheet: Valley sourdough loaf 1 L pack of 6. Store at ambient. Shelf life 47 days. Allergens: gluten;egg.
N200405,Supplier sheet: Orchard tortilla chips 6 pk pack of 2. Store at ambient. Shelf life 140 days. Allergens: nuts;milk.
N200930,Supplier sheet: Harvest avocado ripe 500 g pack of 1. Store at chilled. Shelf life 77 days. Allergens: none.
N200659,Supplier sheet: Orchard margherita pizza 250 ml pack of 2. Store at -18C. Shelf life 115 days. Allergens: gluten;fish.
N201655,Supplier sheet: Northfield shampoo daily 500 g pack of 12. Store at ambient. Shelf life 25 days. Allergens: none.
N202682,Supplier sheet: Valley avocado ripe 1 kg pack of 2. Store at chilled. Shelf life 46 days. Allergens: none.
N200258,Supplier sheet: Northfield baby spinach 500 g pack of 12. Store at chilled. Shelf life 139 days. Allergens: none.
N200830,Supplier sheet: Bluebell bin liners 1 L pack of 12. Store at ambient. Shelf life 145 days. Allergens: none.
N200615,Supplier sheet: Bluebell body lotion 750 g pack of 12. Store at ambient. Shelf life 4 days. Allergens: none.
N202646,Supplier sheet: Valley dish soap 2 L pack of 6. Store at ambient. Shelf life 40 days. Allergens: none.
N202570,Supplier sheet: Bluebell avocado ripe 500 g pack of 12. Store at chilled. Shelf life 110 days. Allergens: none.
N202128N,Supplier sheet: ORCHARD CHEDDAR CHEESE 1 L PACK OF 4  . Store at chilled. Shelf life 163 days. Allergens: milk.
N201769,Supplier sheet: Northfield seeded bagel 1 kg pack of 4. Store at ambient. Shelf life 122 days. Allergens: gluten;egg.
N200863,Supplier sheet: Valley toothpaste mint 2 L pack of 4. Store at ambient. Shelf life 128 days. Allergens: none.
N202368,Supplier sheet: Northfield greek yogurt 2 L pack of 2. Store at chilled. Shelf life 71 days. Allergens: milk.
N202352,Supplier sheet: Orchard double cream 1 L pack of 6. Store at chilled. Shelf life 12 days. Allergens: milk.
N201400,Supplier sheet: Bluebell cheddar cheese 2 L pack of 2. Store at chilled. Shelf life 138 days. Allergens: milk.
N200992,Supplier sheet: Bluebell cheddar cheese 250 ml pack of 4. Store at chilled. Shelf life 144 days. Allergens: milk.
N200351,Supplier sheet: Meadow hand soap 500 g pack of 2. Store at ambient. Shelf life 81 days. Allergens: none.
N202499,Supplier sheet: Bluebell vanilla icecream 750 g pack of 1. Store at -18C. Shelf life 92 days. Allergens: gluten;fish.
N201721,Supplier sheet: Meadow sourdough loaf 750 g pack of 1. Store at ambient. Shelf life 44 days. Allergens: gluten;egg.
N202945,Supplier sheet: Northfield wholemeal bread 2 L pack of 1. Store at ambient. Shelf life 83 days. Allergens: gluten;egg.
N202566,Supplier sheet: Meadow laundry pods 1 L pack of 6. Store at ambient. Shelf life 45 days. Allergens: none.
N200128,Supplier sheet: Orchard whole milk 500 g pack of 6. Store at chilled. Shelf life 77 days. Allergens: milk.
N202103,Supplier sheet: Valley body lotion 750 g pack of 6. Store at ambient. Shelf life 26 days. Allergens: none.
N202241,Supplier sheet: Orchard blueberry muffin 500 g pack of 1. Store at ambient. Shelf life 110 days. Allergens: gluten;egg.
N201031,Supplier sheet: Harvest toothpaste mint 1 kg pack of 2. Store at ambient. Shelf life 46 days. Allergens: none.
N200691,Supplier sheet: Northfield mixed berries 6 pk pack of 6. Store at -18C. Shelf life 131 days. Allergens: gluten;fish.
N200890,Supplier sheet: Valley cherry tomato 1 kg pack of 1. Store at chilled. Shelf life 94 days. Allergens: none.
